,filename,prompt,evaluation_seed
217,o_A-portrait-of-Justin-Bieber-and-Adriana-Lima_2_0.jpg,A portrait of Justin Bieber and Adriana Lima,2
218,o_A-portrait-of-Justin-Bieber-and-Drew-Barrymore_0_0.jpg,A portrait of Justin Bieber and Drew Barrymore,0
219,o_A-portrait-of-Kaley-Cuoco-and-Drake_0_0.jpg,A portrait of Kaley Cuoco and Drake,0
220,o_A-portrait-of-Kaley-Cuoco-and-Drake_1_0.jpg,A portrait of Kaley Cuoco and Drake,1
221,o_A-portrait-of-Kaley-Cuoco-and-Drake_3_0.jpg,A portrait of Kaley Cuoco and Drake,3
222,o_A-portrait-of-Keanu-Reeves-and-Anne-Hathaway_0_0.jpg,A portrait of Keanu Reeves and Anne Hathaway,0
223,o_A-portrait-of-Keanu-Reeves-and-Anne-Hathaway_1_0.jpg,A portrait of Keanu Reeves and Anne Hathaway,1
224,o_A-portrait-of-Keanu-Reeves-and-Hillary-Clinton_0_0.jpg,A portrait of Keanu Reeves and Hillary Clinton,0
225,o_A-portrait-of-Keanu-Reeves-and-Hillary-Clinton_1_0.jpg,A portrait of Keanu Reeves and Hillary Clinton,1
226,o_A-portrait-of-Krysten-Ritter-and-Bryan-Cranston_0_0.jpg,A portrait of Krysten Ritter and Bryan Cranston,0
227,o_A-portrait-of-Krysten-Ritter-and-Bryan-Cranston_1_0.jpg,A portrait of Krysten Ritter and Bryan Cranston,1
228,o_A-portrait-of-Krysten-Ritter-and-Bryan-Cranston_3_0.jpg,A portrait of Krysten Ritter and Bryan Cranston,3
229,o_A-portrait-of-Krysten-Ritter-and-Charlie-Sheen_3_0.jpg,A portrait of Krysten Ritter and Charlie Sheen,3
230,o_A-portrait-of-Lana-Del-Rey-and-Elon-Musk_3_0.jpg,A portrait of Lana Del Rey and Elon Musk,3
231,o_A-portrait-of-Lily-Collins-and-Bob-Dylan_0_0.jpg,A portrait of Lily Collins and Bob Dylan,0
232,o_A-portrait-of-Lily-Collins-and-Bob-Dylan_1_0.jpg,A portrait of Lily Collins and Bob Dylan,1
233,o_A-portrait-of-Lily-Collins-and-Bob-Dylan_2_0.jpg,A portrait of Lily Collins and Bob Dylan,2
234,o_A-portrait-of-Lily-Collins-and-Bob-Dylan_3_0.jpg,A portrait of Lily Collins and Bob Dylan,3
235,o_A-portrait-of-Lizzy-Caplan-and-Elon-Musk_3_0.jpg,A portrait of Lizzy Caplan and Elon Musk,3
236,o_A-portrait-of-Maggie-Gyllenhaal-and-Adam-Driver_1_0.jpg,A portrait of Maggie Gyllenhaal and Adam Driver,1
237,o_A-portrait-of-Maggie-Gyllenhaal-and-Adam-Driver_3_0.jpg,A portrait of Maggie Gyllenhaal and Adam Driver,3
238,o_A-portrait-of-Maggie-Gyllenhaal-and-Drake_0_0.jpg,A portrait of Maggie Gyllenhaal and Drake,0
239,o_A-portrait-of-Maggie-Gyllenhaal-and-Drake_3_0.jpg,A portrait of Maggie Gyllenhaal and Drake,3
240,o_A-portrait-of-Matthew-Mcconaughey-and-Beth-Behrs_0_0.jpg,A portrait of Matthew Mcconaughey and Beth Behrs,0
241,o_A-portrait-of-Matthew-Mcconaughey-and-Beth-Behrs_3_0.jpg,A portrait of Matthew Mcconaughey and Beth Behrs,3
242,o_A-portrait-of-Megan-Fox-and-Bruce-Willis_0_0.jpg,A portrait of Megan Fox and Bruce Willis,0
243,o_A-portrait-of-Megan-Fox-and-Bruce-Willis_1_0.jpg,A portrait of Megan Fox and Bruce Willis,1
244,o_A-portrait-of-Mel-Gibson-and-Amber-Heard_1_0.jpg,A portrait of Mel Gibson and Amber Heard,1
245,o_A-portrait-of-Mel-Gibson-and-Amber-Heard_2_0.jpg,A portrait of Mel Gibson and Amber Heard,2
246,o_A-portrait-of-Mel-Gibson-and-Amber-Heard_4_0.jpg,A portrait of Mel Gibson and Amber Heard,4
247,o_A-portrait-of-Mel-Gibson-and-Anjelica-Huston_0_0.jpg,A portrait of Mel Gibson and Anjelica Huston,0
248,o_A-portrait-of-Mel-Gibson-and-Anjelica-Huston_1_0.jpg,A portrait of Mel Gibson and Anjelica Huston,1
249,o_A-portrait-of-Mel-Gibson-and-Anjelica-Huston_2_0.jpg,A portrait of Mel Gibson and Anjelica Huston,2
250,o_A-portrait-of-Mel-Gibson-and-Anjelica-Huston_3_0.jpg,A portrait of Mel Gibson and Anjelica Huston,3
251,o_A-portrait-of-Mel-Gibson-and-Anjelica-Huston_4_0.jpg,A portrait of Mel Gibson and Anjelica Huston,4
252,o_A-portrait-of-Mel-Gibson-and-Anna-Faris_1_0.jpg,A portrait of Mel Gibson and Anna Faris,1
253,o_A-portrait-of-Mel-Gibson-and-Anna-Faris_2_0.jpg,A portrait of Mel Gibson and Anna Faris,2
254,o_A-portrait-of-Mel-Gibson-and-Anna-Faris_4_0.jpg,A portrait of Mel Gibson and Anna Faris,4
255,o_A-portrait-of-Melanie-Griffith-and-Harrison-Ford_0_0.jpg,A portrait of Melanie Griffith and Harrison Ford,0
256,o_A-portrait-of-Michael-Ealy-and-Amber-Heard_3_0.jpg,A portrait of Michael Ealy and Amber Heard,3
257,o_A-portrait-of-Michael-Ealy-and-Amber-Heard_4_0.jpg,A portrait of Michael Ealy and Amber Heard,4
258,o_A-portrait-of-Michael-Ealy-and-Anna-Faris_3_0.jpg,A portrait of Michael Ealy and Anna Faris,3
259,o_A-portrait-of-Michael-Ealy-and-Anna-Faris_4_0.jpg,A portrait of Michael Ealy and Anna Faris,4
260,o_A-portrait-of-Michael-Ealy-and-Hillary-Clinton_0_0.jpg,A portrait of Michael Ealy and Hillary Clinton,0
261,o_A-portrait-of-Michael-Ealy-and-Hillary-Clinton_1_0.jpg,A portrait of Michael Ealy and Hillary Clinton,1
262,o_A-portrait-of-Michael-Ealy-and-Hillary-Clinton_3_0.jpg,A portrait of Michael Ealy and Hillary Clinton,3
263,o_A-portrait-of-Michael-Ealy-and-Jennifer-Lawrence_0_0.jpg,A portrait of Michael Ealy and Jennifer Lawrence,0
264,o_A-portrait-of-Natalie-Portman-and-Adam-Driver_2_0.jpg,A portrait of Natalie Portman and Adam Driver,2
265,o_A-portrait-of-Niall-Horan-and-Anjelica-Huston_0_0.jpg,A portrait of Niall Horan and Anjelica Huston,0
266,o_A-portrait-of-Niall-Horan-and-Anjelica-Huston_3_0.jpg,A portrait of Niall Horan and Anjelica Huston,3
267,o_A-portrait-of-Niall-Horan-and-Anjelica-Huston_4_0.jpg,A portrait of Niall Horan and Anjelica Huston,4
268,o_A-portrait-of-Niall-Horan-and-Charlize-Theron_1_0.jpg,A portrait of Niall Horan and Charlize Theron,1
269,o_A-portrait-of-Niall-Horan-and-Courteney-Cox_0_0.jpg,A portrait of Niall Horan and Courteney Cox,0
270,o_A-portrait-of-Niall-Horan-and-Courteney-Cox_1_0.jpg,A portrait of Niall Horan and Courteney Cox,1
271,o_A-portrait-of-Niall-Horan-and-Drew-Barrymore_3_0.jpg,A portrait of Niall Horan and Drew Barrymore,3
272,o_A-portrait-of-Niall-Horan-and-Drew-Barrymore_4_0.jpg,A portrait of Niall Horan and Drew Barrymore,4
273,o_A-portrait-of-Patrick-Stewart-and-Angelina-Jolie_1_0.jpg,A portrait of Patrick Stewart and Angelina Jolie,1
274,o_A-portrait-of-Patrick-Stewart-and-Angelina-Jolie_2_0.jpg,A portrait of Patrick Stewart and Angelina Jolie,2
275,o_A-portrait-of-Patrick-Stewart-and-Beth-Behrs_4_0.jpg,A portrait of Patrick Stewart and Beth Behrs,4
276,o_A-portrait-of-Paul-Rudd-and-Cameron-Diaz_1_0.jpg,A portrait of Paul Rudd and Cameron Diaz,1
277,o_A-portrait-of-Paul-Rudd-and-Cameron-Diaz_3_0.jpg,A portrait of Paul Rudd and Cameron Diaz,3
278,o_A-portrait-of-Paul-Wesley-and-Beth-Behrs_0_0.jpg,A portrait of Paul Wesley and Beth Behrs,0
279,o_A-portrait-of-Pierce-Brosnan-and-Anne-Hathaway_0_0.jpg,A portrait of Pierce Brosnan and Anne Hathaway,0
280,o_A-portrait-of-Pierce-Brosnan-and-Anne-Hathaway_1_0.jpg,A portrait of Pierce Brosnan and Anne Hathaway,1
281,o_A-portrait-of-Pierce-Brosnan-and-Anne-Hathaway_2_0.jpg,A portrait of Pierce Brosnan and Anne Hathaway,2
282,o_A-portrait-of-Pierce-Brosnan-and-Anne-Hathaway_4_0.jpg,A portrait of Pierce Brosnan and Anne Hathaway,4
283,o_A-portrait-of-Pierce-Brosnan-and-Jennifer-Lawrence_0_0.jpg,A portrait of Pierce Brosnan and Jennifer Lawrence,0
284,o_A-portrait-of-Pierce-Brosnan-and-Jennifer-Lawrence_3_0.jpg,A portrait of Pierce Brosnan and Jennifer Lawrence,3
285,o_A-portrait-of-Pierce-Brosnan-and-Jennifer-Lawrence_4_0.jpg,A portrait of Pierce Brosnan and Jennifer Lawrence,4
286,o_A-portrait-of-Prince-and-Jennifer-Aniston_3_0.jpg,A portrait of Prince and Jennifer Aniston,3
287,o_A-portrait-of-Queen-Elizabeth-and-Bryan-Cranston_2_0.jpg,A portrait of Queen Elizabeth and Bryan Cranston,2
288,o_A-portrait-of-Queen-Elizabeth-and-Jared-Leto_1_0.jpg,A portrait of Queen Elizabeth and Jared Leto,1
289,o_A-portrait-of-Queen-Elizabeth-and-Jared-Leto_2_0.jpg,A portrait of Queen Elizabeth and Jared Leto,2
290,o_A-portrait-of-Rachel-Mcadams-and-Andrew-Garfield_3_0.jpg,A portrait of Rachel Mcadams and Andrew Garfield,3
291,o_A-portrait-of-Rachel-Mcadams-and-Elon-Musk_0_0.jpg,A portrait of Rachel Mcadams and Elon Musk,0
292,o_A-portrait-of-Rachel-Mcadams-and-Elon-Musk_3_0.jpg,A portrait of Rachel Mcadams and Elon Musk,3
293,o_A-portrait-of-Rachel-Mcadams-and-Elvis-Presley_0_0.jpg,A portrait of Rachel Mcadams and Elvis Presley,0
294,o_A-portrait-of-Rachel-Mcadams-and-Elvis-Presley_3_0.jpg,A portrait of Rachel Mcadams and Elvis Presley,3
295,o_A-portrait-of-Rachel-Mcadams-and-Idris-Elba_3_0.jpg,A portrait of Rachel Mcadams and Idris Elba,3
296,o_A-portrait-of-Reba-Mcentire-and-Elvis-Presley_0_0.jpg,A portrait of Reba Mcentire and Elvis Presley,0
297,o_A-portrait-of-Reba-Mcentire-and-Elvis-Presley_2_0.jpg,A portrait of Reba Mcentire and Elvis Presley,2
298,o_A-portrait-of-Reba-Mcentire-and-Elvis-Presley_3_0.jpg,A portrait of Reba Mcentire and Elvis Presley,3
299,o_A-portrait-of-Reba-Mcentire-and-Elvis-Presley_4_0.jpg,A portrait of Reba Mcentire and Elvis Presley,4
300,o_A-portrait-of-Robert-De-Niro-and-Courteney-Cox_1_0.jpg,A portrait of Robert De Niro and Courteney Cox,1
301,o_A-portrait-of-Robert-De-Niro-and-Courteney-Cox_3_0.jpg,A portrait of Robert De Niro and Courteney Cox,3
302,o_A-portrait-of-Robert-De-Niro-and-Courteney-Cox_4_0.jpg,A portrait of Robert De Niro and Courteney Cox,4
303,o_A-portrait-of-Robert-De-Niro-and-Demi-Lovato_3_0.jpg,A portrait of Robert De Niro and Demi Lovato,3
304,o_A-portrait-of-Robert-De-Niro-and-Jennifer-Lawrence_0_0.jpg,A portrait of Robert De Niro and Jennifer Lawrence,0
305,o_A-portrait-of-Robert-De-Niro-and-Jennifer-Lawrence_4_0.jpg,A portrait of Robert De Niro and Jennifer Lawrence,4
306,o_Aaron-Paul-and-Emma-Stone_0_0.jpg,Aaron Paul and Emma Stone,0
307,o_Aaron-Paul-and-Emma-Stone_3_0.jpg,Aaron Paul and Emma Stone,3
308,o_Aaron-Paul-and-Emma-Stone_4_0.jpg,Aaron Paul and Emma Stone,4
309,o_Aaron-Paul-and-Jennifer-Aniston_0_0.jpg,Aaron Paul and Jennifer Aniston,0
310,o_Aaron-Paul-and-Jennifer-Aniston_1_0.jpg,Aaron Paul and Jennifer Aniston,1
311,o_Aaron-Paul-and-Jennifer-Aniston_3_0.jpg,Aaron Paul and Jennifer Aniston,3
312,o_Aaron-Paul-and-Jennifer-Aniston_4_0.jpg,Aaron Paul and Jennifer Aniston,4
313,o_Adam-Driver-and-Jennifer-Connelly-in-an-official-photo_1_0.jpg,Adam Driver and Jennifer Connelly in an official photo,1
314,o_Adam-Driver-and-Krysten-Ritter_1_0.jpg,Adam Driver and Krysten Ritter,1
315,o_Adam-Driver-and-Reba-Mcentire_0_0.jpg,Adam Driver and Reba Mcentire,0
316,o_Adam-Driver-and-Reba-Mcentire_1_0.jpg,Adam Driver and Reba Mcentire,1
317,o_Adam-Driver-and-Reba-Mcentire_3_0.jpg,Adam Driver and Reba Mcentire,3
318,o_Alec-Baldwin-and-Anne-Hathaway-in-an-official-photo_0_0.jpg,Alec Baldwin and Anne Hathaway in an official photo,0
319,o_Alec-Baldwin-and-Anne-Hathaway-in-an-official-photo_1_0.jpg,Alec Baldwin and Anne Hathaway in an official photo,1
320,o_Alec-Baldwin-and-Anne-Hathaway-in-an-official-photo_2_0.jpg,Alec Baldwin and Anne Hathaway in an official photo,2
321,o_Alec-Baldwin-and-Anne-Hathaway-in-an-official-photo_3_0.jpg,Alec Baldwin and Anne Hathaway in an official photo,3
322,o_Alec-Baldwin-and-Anne-Hathaway-in-an-official-photo_4_0.jpg,Alec Baldwin and Anne Hathaway in an official photo,4
323,o_Alec-Baldwin-and-Charlize-Theron-in-an-official-photo_0_0.jpg,Alec Baldwin and Charlize Theron in an official photo,0
324,o_Alec-Baldwin-and-Charlize-Theron-in-an-official-photo_3_0.jpg,Alec Baldwin and Charlize Theron in an official photo,3
325,o_Alec-Baldwin-and-Charlize-Theron-in-an-official-photo_4_0.jpg,Alec Baldwin and Charlize Theron in an official photo,4
326,o_Amanda-Seyfried-and-Andrew-Garfield_1_0.jpg,Amanda Seyfried and Andrew Garfield,1
327,o_Amanda-Seyfried-and-Andrew-Garfield_4_0.jpg,Amanda Seyfried and Andrew Garfield,4
328,o_Amanda-Seyfried-and-Chris-Hemsworth_4_0.jpg,Amanda Seyfried and Chris Hemsworth,4
329,o_Amanda-Seyfried-and-Chuck-Norris-in-an-official-photo_0_0.jpg,Amanda Seyfried and Chuck Norris in an official photo,0
330,o_Amanda-Seyfried-and-Chuck-Norris-in-an-official-photo_1_0.jpg,Amanda Seyfried and Chuck Norris in an official photo,1
331,o_Amanda-Seyfried-and-Chuck-Norris-in-an-official-photo_4_0.jpg,Amanda Seyfried and Chuck Norris in an official photo,4
332,o_Amanda-Seyfried-and-Harrison-Ford_4_0.jpg,Amanda Seyfried and Harrison Ford,4
333,o_Amy-Adams-and-James-Garner_3_0.jpg,Amy Adams and James Garner,3
334,o_Amy-Adams-and-Mel-Gibson_1_0.jpg,Amy Adams and Mel Gibson,1
335,o_Amy-Adams-and-Mel-Gibson_4_0.jpg,Amy Adams and Mel Gibson,4
336,o_Amy-Poehler-and-Drake-in-an-official-photo_3_0.jpg,Amy Poehler and Drake in an official photo,3
337,o_Amy-Poehler-and-Drake-in-an-official-photo_4_0.jpg,Amy Poehler and Drake in an official photo,4
338,o_Amy-Poehler-and-Harrison-Ford_0_0.jpg,Amy Poehler and Harrison Ford,0
339,o_Amy-Poehler-and-Harrison-Ford_4_0.jpg,Amy Poehler and Harrison Ford,4
340,o_Amy-Schumer-and-Bryan-Cranston_0_0.jpg,Amy Schumer and Bryan Cranston,0
341,o_Amy-Schumer-and-Bryan-Cranston_3_0.jpg,Amy Schumer and Bryan Cranston,3
342,o_Amy-Schumer-and-Channing-Tatum_3_0.jpg,Amy Schumer and Channing Tatum,3
343,o_Amy-Schumer-and-Chris-Pine_0_0.jpg,Amy Schumer and Chris Pine,0
344,o_Amy-Schumer-and-Chris-Pine_3_0.jpg,Amy Schumer and Chris Pine,3
345,o_Amy-Schumer-and-Elon-Musk_0_0.jpg,Amy Schumer and Elon Musk,0
346,o_Amy-Schumer-and-Elon-Musk_1_0.jpg,Amy Schumer and Elon Musk,1
347,o_An-image-capturing-Adam-Driver-and-Megan-Fox-at-a-public-event_0_0.jpg,An image capturing Adam Driver and Megan Fox at a public event,0
348,o_An-image-capturing-Adam-Driver-and-Megan-Fox-at-a-public-event_2_0.jpg,An image capturing Adam Driver and Megan Fox at a public event,2
349,o_An-image-capturing-Adam-Driver-and-Megan-Fox-at-a-public-event_4_0.jpg,An image capturing Adam Driver and Megan Fox at a public event,4
350,o_An-image-capturing-Adam-Driver-and-Reba-Mcentire-at-a-public-event_0_0.jpg,An image capturing Adam Driver and Reba Mcentire at a public event,0
351,o_An-image-capturing-Adam-Driver-and-Reba-Mcentire-at-a-public-event_2_0.jpg,An image capturing Adam Driver and Reba Mcentire at a public event,2
352,o_An-image-capturing-Alec-Baldwin-and-Adriana-Lima-at-a-public-event_2_0.jpg,An image capturing Alec Baldwin and Adriana Lima at a public event,2
353,o_An-image-capturing-Alec-Baldwin-and-Anjelica-Huston-at-a-public-event_2_0.jpg,An image capturing Alec Baldwin and Anjelica Huston at a public event,2
354,o_An-image-capturing-Alec-Baldwin-and-Anjelica-Huston-at-a-public-event_3_0.jpg,An image capturing Alec Baldwin and Anjelica Huston at a public event,3
355,o_An-image-capturing-Alec-Baldwin-and-Anjelica-Huston-at-a-public-event_4_0.jpg,An image capturing Alec Baldwin and Anjelica Huston at a public event,4
356,o_An-image-capturing-Alec-Baldwin-and-Anna-Kendrick-at-a-public-event_0_0.jpg,An image capturing Alec Baldwin and Anna Kendrick at a public event,0
357,o_An-image-capturing-Alec-Baldwin-and-Anna-Kendrick-at-a-public-event_4_0.jpg,An image capturing Alec Baldwin and Anna Kendrick at a public event,4
358,o_An-image-capturing-Amber-Heard-and-Dr-Dre-at-a-public-event_0_0.jpg,An image capturing Amber Heard and Dr Dre at a public event,0
359,o_An-image-capturing-Amber-Heard-and-Dr-Dre-at-a-public-event_3_0.jpg,An image capturing Amber Heard and Dr Dre at a public event,3
360,o_An-image-capturing-Amy-Poehler-and-George-Clooney-at-a-public-event_0_0.jpg,An image capturing Amy Poehler and George Clooney at a public event,0
361,o_An-image-capturing-Amy-Poehler-and-George-Clooney-at-a-public-event_3_0.jpg,An image capturing Amy Poehler and George Clooney at a public event,3
362,o_An-image-capturing-Amy-Poehler-and-George-Clooney-at-a-public-event_4_0.jpg,An image capturing Amy Poehler and George Clooney at a public event,4
363,o_An-image-capturing-Amy-Schumer-and-Bill-Clinton-at-a-public-event_0_0.jpg,An image capturing Amy Schumer and Bill Clinton at a public event,0
364,o_An-image-capturing-Amy-Schumer-and-Bill-Clinton-at-a-public-event_4_0.jpg,An image capturing Amy Schumer and Bill Clinton at a public event,4
365,o_An-image-capturing-Andy-Samberg-and-Courteney-Cox-at-a-public-event_3_0.jpg,An image capturing Andy Samberg and Courteney Cox at a public event,3
366,o_An-image-capturing-Andy-Samberg-and-Jennifer-Aniston-at-a-public-event_4_0.jpg,An image capturing Andy Samberg and Jennifer Aniston at a public event,4
367,o_An-image-capturing-Anjelica-Huston-and-Paul-Wesley-at-a-public-event_3_0.jpg,An image capturing Anjelica Huston and Paul Wesley at a public event,3
368,o_An-image-capturing-Anna-Faris-and-Jackie-Chan-at-a-public-event_0_0.jpg,An image capturing Anna Faris and Jackie Chan at a public event,0
369,o_An-image-capturing-Aretha-Franklin-and-Hugh-Jackman-at-a-public-event_0_0.jpg,An image capturing Aretha Franklin and Hugh Jackman at a public event,0
370,o_An-image-capturing-Aretha-Franklin-and-Hugh-Jackman-at-a-public-event_2_0.jpg,An image capturing Aretha Franklin and Hugh Jackman at a public event,2
371,o_An-image-capturing-Aretha-Franklin-and-Hugh-Jackman-at-a-public-event_3_0.jpg,An image capturing Aretha Franklin and Hugh Jackman at a public event,3
372,o_An-image-capturing-Aretha-Franklin-and-Hugh-Jackman-at-a-public-event_4_0.jpg,An image capturing Aretha Franklin and Hugh Jackman at a public event,4
373,o_An-image-capturing-Arnold-Schwarzenegger-and-Maggie-Gyllenhaal-at-a-public-event_2_0.jpg,An image capturing Arnold Schwarzenegger and Maggie Gyllenhaal at a public event,2
374,o_An-image-capturing-Arnold-Schwarzenegger-and-Maggie-Gyllenhaal-at-a-public-event_4_0.jpg,An image capturing Arnold Schwarzenegger and Maggie Gyllenhaal at a public event,4
375,o_An-image-capturing-Avril-Lavigne-and-Bob-Dylan-at-a-public-event_0_0.jpg,An image capturing Avril Lavigne and Bob Dylan at a public event,0
376,o_An-image-capturing-Barack-Obama-and-Dakota-Johnson-at-a-public-event_0_0.jpg,An image capturing Barack Obama and Dakota Johnson at a public event,0
377,o_An-image-capturing-Ben-Affleck-and-Courteney-Cox-at-a-public-event_0_0.jpg,An image capturing Ben Affleck and Courteney Cox at a public event,0
378,o_An-image-capturing-Ben-Affleck-and-Courteney-Cox-at-a-public-event_2_0.jpg,An image capturing Ben Affleck and Courteney Cox at a public event,2
379,o_An-image-capturing-Ben-Stiller-and-Amber-Heard-at-a-public-event_0_0.jpg,An image capturing Ben Stiller and Amber Heard at a public event,0
380,o_An-image-capturing-Ben-Stiller-and-Amber-Heard-at-a-public-event_2_0.jpg,An image capturing Ben Stiller and Amber Heard at a public event,2
381,o_An-image-capturing-Ben-Stiller-and-Charlize-Theron-at-a-public-event_0_0.jpg,An image capturing Ben Stiller and Charlize Theron at a public event,0
382,o_An-image-capturing-Ben-Stiller-and-Charlize-Theron-at-a-public-event_2_0.jpg,An image capturing Ben Stiller and Charlize Theron at a public event,2
383,o_An-image-capturing-Ben-Stiller-and-Charlize-Theron-at-a-public-event_3_0.jpg,An image capturing Ben Stiller and Charlize Theron at a public event,3
384,o_An-image-capturing-Ben-Stiller-and-Charlize-Theron-at-a-public-event_4_0.jpg,An image capturing Ben Stiller and Charlize Theron at a public event,4
385,o_An-image-capturing-Ben-Stiller-and-Courteney-Cox-at-a-public-event_0_0.jpg,An image capturing Ben Stiller and Courteney Cox at a public event,0
386,o_An-image-capturing-Ben-Stiller-and-Courteney-Cox-at-a-public-event_2_0.jpg,An image capturing Ben Stiller and Courteney Cox at a public event,2
387,o_An-image-capturing-Ben-Stiller-and-Courteney-Cox-at-a-public-event_3_0.jpg,An image capturing Ben Stiller and Courteney Cox at a public event,3
388,o_An-image-capturing-Ben-Stiller-and-Jennifer-Lawrence-at-a-public-event_0_0.jpg,An image capturing Ben Stiller and Jennifer Lawrence at a public event,0
389,o_An-image-capturing-Bette-Midler-and-James-Franco-at-a-public-event_0_0.jpg,An image capturing Bette Midler and James Franco at a public event,0
390,o_An-image-capturing-Bette-Midler-and-James-Franco-at-a-public-event_4_0.jpg,An image capturing Bette Midler and James Franco at a public event,4
391,o_An-image-capturing-Betty-White-and-Arnold-Schwarzenegger-at-a-public-event_3_0.jpg,An image capturing Betty White and Arnold Schwarzenegger at a public event,3
392,o_An-image-capturing-Betty-White-and-Elon-Musk-at-a-public-event_0_0.jpg,An image capturing Betty White and Elon Musk at a public event,0
393,o_An-image-capturing-Betty-White-and-Elon-Musk-at-a-public-event_3_0.jpg,An image capturing Betty White and Elon Musk at a public event,3
394,o_An-image-capturing-Betty-White-and-Elon-Musk-at-a-public-event_4_0.jpg,An image capturing Betty White and Elon Musk at a public event,4
395,o_An-image-capturing-Betty-White-and-Jason-Momoa-at-a-public-event_2_0.jpg,An image capturing Betty White and Jason Momoa at a public event,2
396,o_An-image-capturing-Betty-White-and-Jason-Momoa-at-a-public-event_4_0.jpg,An image capturing Betty White and Jason Momoa at a public event,4
397,o_An-image-capturing-Bill-Clinton-and-Leslie-Jones-at-a-public-event_3_0.jpg,An image capturing Bill Clinton and Leslie Jones at a public event,3
398,o_An-image-capturing-Bill-Murray-and-Beth-Behrs-at-a-public-event_0_0.jpg,An image capturing Bill Murray and Beth Behrs at a public event,0
399,o_An-image-capturing-Bill-Nye-and-Anne-Hathaway-at-a-public-event_0_0.jpg,An image capturing Bill Nye and Anne Hathaway at a public event,0
400,o_An-image-capturing-Bill-Nye-and-Anne-Hathaway-at-a-public-event_3_0.jpg,An image capturing Bill Nye and Anne Hathaway at a public event,3
401,o_An-image-capturing-Bob-Dylan-and-Judy-Garland-at-a-public-event_1_0.jpg,An image capturing Bob Dylan and Judy Garland at a public event,1
402,o_An-image-capturing-Bob-Marley-and-Amy-Poehler-at-a-public-event_0_0.jpg,An image capturing Bob Marley and Amy Poehler at a public event,0
403,o_An-image-capturing-Bob-Marley-and-Amy-Poehler-at-a-public-event_1_0.jpg,An image capturing Bob Marley and Amy Poehler at a public event,1
404,o_An-image-capturing-Bob-Marley-and-Amy-Poehler-at-a-public-event_2_0.jpg,An image capturing Bob Marley and Amy Poehler at a public event,2
405,o_An-image-capturing-Bob-Marley-and-Amy-Poehler-at-a-public-event_4_0.jpg,An image capturing Bob Marley and Amy Poehler at a public event,4
406,o_An-image-capturing-Bob-Marley-and-Amy-Winehouse-at-a-public-event_1_0.jpg,An image capturing Bob Marley and Amy Winehouse at a public event,1
407,o_An-image-capturing-Bob-Marley-and-Aretha-Franklin-at-a-public-event_1_0.jpg,An image capturing Bob Marley and Aretha Franklin at a public event,1
408,o_An-image-capturing-Bob-Marley-and-Kristen-Stewart-at-a-public-event_1_0.jpg,An image capturing Bob Marley and Kristen Stewart at a public event,1
409,o_An-image-capturing-Bob-Marley-and-Kristen-Stewart-at-a-public-event_2_0.jpg,An image capturing Bob Marley and Kristen Stewart at a public event,2
410,o_An-image-capturing-Bradley-Cooper-and-Amy-Schumer-at-a-public-event_0_0.jpg,An image capturing Bradley Cooper and Amy Schumer at a public event,0
411,o_An-image-capturing-Bradley-Cooper-and-Amy-Schumer-at-a-public-event_4_0.jpg,An image capturing Bradley Cooper and Amy Schumer at a public event,4
412,o_An-image-capturing-Britney-Spears-and-Harrison-Ford-at-a-public-event_0_0.jpg,An image capturing Britney Spears and Harrison Ford at a public event,0
413,o_An-image-capturing-Britney-Spears-and-Harrison-Ford-at-a-public-event_3_0.jpg,An image capturing Britney Spears and Harrison Ford at a public event,3
414,o_An-image-capturing-Britney-Spears-and-Jared-Leto-at-a-public-event_0_0.jpg,An image capturing Britney Spears and Jared Leto at a public event,0
415,o_An-image-capturing-Britney-Spears-and-Jared-Leto-at-a-public-event_3_0.jpg,An image capturing Britney Spears and Jared Leto at a public event,3
416,o_An-image-capturing-Brittany-Snow-and-Jason-Momoa-at-a-public-event_1_0.jpg,An image capturing Brittany Snow and Jason Momoa at a public event,1
417,o_An-image-capturing-Charlie-Sheen-and-Amy-Winehouse-at-a-public-event_3_0.jpg,An image capturing Charlie Sheen and Amy Winehouse at a public event,3
418,o_An-image-capturing-Chris-Evans-and-Britney-Spears-at-a-public-event_0_0.jpg,An image capturing Chris Evans and Britney Spears at a public event,0
419,o_An-image-capturing-Chris-Evans-and-Julianne-Moore-at-a-public-event_0_0.jpg,An image capturing Chris Evans and Julianne Moore at a public event,0
420,o_An-image-capturing-Chris-Evans-and-Julianne-Moore-at-a-public-event_2_0.jpg,An image capturing Chris Evans and Julianne Moore at a public event,2
421,o_An-image-capturing-Christina-Hendricks-and-Anna-Kendrick-at-a-public-event_3_0.jpg,An image capturing Christina Hendricks and Anna Kendrick at a public event,3
422,o_An-image-capturing-Chuck-Norris-and-Britney-Spears-at-a-public-event_0_0.jpg,An image capturing Chuck Norris and Britney Spears at a public event,0
423,o_An-image-capturing-Chuck-Norris-and-Britney-Spears-at-a-public-event_4_0.jpg,An image capturing Chuck Norris and Britney Spears at a public event,4
424,o_An-image-capturing-Clint-Eastwood-and-Amber-Heard-at-a-public-event_0_0.jpg,An image capturing Clint Eastwood and Amber Heard at a public event,0
425,o_An-image-capturing-Clint-Eastwood-and-Amber-Heard-at-a-public-event_3_0.jpg,An image capturing Clint Eastwood and Amber Heard at a public event,3
